"";"T1203_1";"T1203_2";"T1203_3";"T1203_4";"T1203_5";"T1203_6";"T1203_7";"T1203_8";"T1203_9";"T1204_1";"T1204_2";"T1204_3";"T1204_4";"T1204_5";"T1204_6";"T1204_7";"T1204_8";"T1204_9";"T1204_10";"T1204_11";"T1204_12";"T1205_1";"T1205_2";"T1205_3";"T1205_4";"T1205_5";"T1205_6";"T1205_7";"T1205_8";"T1205_9";"T1205_10";"T1205_11";"T1205_12";"T1205_13";"T1205_14";"T1205_15";"T1206_1";"T1206_2";"T1206_3";"T1206_4";"T1206_5";"T1206_6";"T1206_7";"T1206_8";"T1206_9";"T1206_10";"T1206_11";"T1206_12";"T1207_1";"T1207_2";"T1207_3";"T1207_4";"T1207_5";"T1207_6";"T1207_7";"T1207_8";"T1207_9";"T1207_10";"T1207_11";"T1207_12";"T1207_13";"T1207_14";"T1207_15";"T1207_16";"T1207_17";"T1207_18";"T1207_19";"T1207_20";"T1207_21";"T1207_22";"T1207_23";"T1208_1";"T1208_2";"T1208_3";"T1208_4";"T1208_5";"T1208_6";"T1208_7";"T1209_1";"T1209_2";"T1209_3";"T1209_4";"T1209_5";"T1209_6";"T1209_7";"T1209_8";"T1209_9";"T1209_10";"T1209_11";"T1209_12";"T1209_13";"T1209_14";"T1209_15";"T1209_16";"T1209_17";"T1210_1";"T1210_2";"T1210_3";"T1210_4";"T1210_5";"T1210_6";"T1210_7";"T1210_8";"T1210_9";"T1210_10";"T1210_11";"T1210_12";"T1211_1";"T1211_2";"T1211_3";"T1211_4";"T1211_5";"T1211_6";"T1211_7";"T1211_8";"T1211_9";"T1211_10";"T1211_11";"T1211_12";"T1211_13";"T1211_14";"T1211_15";"T1211_16";"T1211_17";"T1211_18";"T1211_19";"T1211_20";"T1211_21";"T1211_22";"T1211_23";"T1211_24";"T1211_25";"T1211_26";"T1211_27";"T1211_28";"T1211_29";"T1211_30";"T1212_1";"T1212_2";"T1212_3";"T1212_4";"T1212_5";"T1212_6";"T1212_7";"T1212_8";"T1212_9";"T1212_10";"T1212_11";"T1213_1";"T1213_2";"T1213_3";"T1213_4";"T1213_5";"T1213_6";"T1214_1";"T1214_2";"T1214_3";"T1214_4";"T1215_1";"T1215_2";"T1216_1";"T1216_2";"T1216_3";"T1216_4";"T1216_5";"T1217_1";"T1217_2";"T1217_3";"T1218_1";"T1219_1";"T1219_2";"T1220_1";"T1221_1";"T1221_2";"T1221_3";"T1222_1";"T1222_2";"T1223_1";"T1224_1";"T1225_1";"T1226_1";"T1227_1";"T1227_2";"T1228_1";"T1228_2";"T1228_3";"T1228_4";"T1228_5";"T1229_1";"T1229_2";"T1229_3";"T1229_4";"T1230_1";"T1231_1";"T1231_2";"T1231_3";"T1232_1";"T1233_1";"T1233_2";"T1233_3";"T1234_1";"T1235_1";"T1235_2";"T1236_1";"T1237_1";"T1237_2";"T1237_3";"T1238_1";"T1238_2";"T1239_1";"T1240_1";"T1240_2";"T1240_3";"T1240_4";"T1240_5";"T1240_6";"T1240_7";"T1241_1";"T1242_1";"T1242_2";"T1242_3";"T1242_4";"T1243_1";"T1243_2";"T1243_3";"T1243_4";"T1243_5";"T1243_6";"T1244_1";"T1244_2";"T1244_3";"T1244_4";"T1244_5";"T1244_6";"T1244_7";"T1244_8";"T1245_1";"T1245_2";"T1245_3";"T1245_4";"T1246_1";"T1246_2";"T1246_3";"T1246_4";"T1246_5";"T1247_1";"T1248_1";"T1249_1";"T1249_2";"T1249_3";"T1249_4";"T1250_1";"T1250_2";"T1251_1";"T1252_1";"T1252_2";"T1253_1";"T1253_2";"T1254_1";"T1255_1";"T1256_1";"T1257_1";"T1258_1";"T1259_1";"T1259_2";"T1259_3";"T1260_1";"T1260_2";"T1261_1";"T1261_2";"T1262_1";"T1263_1";"T1263_2";"T1263_3";"T1263_4";"T1263_5";"T1263_6";"T1263_7";"T1264_1";"T1264_2";"T1264_3";"T1264_4";"T1264_5";"T1264_6";"T1265_1";"T1265_2";"T1265_3";"T1265_4";"T1265_5";"T1265_6";"T1265_7";"T1265_8";"T1265_9";"T1265_10";"T1265_11";"T1265_12";"T1265_13";"T1265_14";"T1265_15";"T1266_1";"T1266_2";"T1266_3";"T1266_4";"T1267_1";"T1267_2";"T1267_3";"T1267_4";"T1267_5";"T1268_1";"T1268_2";"T1268_3";"T1269_1";"T1269_2";"T1269_3";"T1269_4";"T1269_5";"T1270_1";"T1270_2";"T1270_3";"T1270_4";"T1270_5";"T1270_6";"T1270_7";"T1270_8";"T1270_9";"T1270_10";"T1270_11";"T1270_12";"T1271_1";"T1271_2";"T1271_3";"T1271_4";"T1271_5";"T1271_6";"T1271_7";"T1272_1";"T1272_2";"T1273_1";"T1274_1";"T1275_1";"T1275_2";"T1275_3";"T1276_1";"T1277_1";"T1278_1";"T1279_1";"T1280_1";"T1281_1";"T1281_2";"T1281_3";"T1282_1";"T1282_2";"T1283_1";"T1284_1";"T1284_2";"T1285_1";"T1286_1";"T1287_1";"T1287_2";"T1287_3";"T1287_4";"T1287_5";"T1288_1";"T1288_2";"T1288_3";"T1288_4";"T1289_1";"T1290_1";"T1291_1";"T1291_2";"T1291_3";"T1291_4";"T1291_5";"T1292_1";"T1292_2";"T1292_3";"T1292_4";"T1293_1";"T1293_2";"T1293_3";"T1293_4";"T1294_1";"T1294_2";"T1294_3";"T1294_4";"T1295_1";"T1295_2";"T1296_1";"T1297_1";"T1298_1";"T1298_2";"T1299_1";"T1300_1";"T1300_2";"T1301_1";"T1301_2";"T1302_1";"T1302_2";"T1302_3";"T1303_1";"T1303_2";"T1303_3"
"Malva rotundifolia";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";;"2";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Barbarea verna (Miller) Ascherson";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Geranium pyrenaicum Burm. Fil.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";".";"+";".";".";"+";".";".";".";"+";".";"1";".";".";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Agrostis capillaris L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";".";"+";"1";".";".";".";".";".";".";"1";".";"1";"3";"3";"1";".";"1";"+";"3";"3";"3";"3";"+";"3";"2";"3";"4";"+";"4";"2";"+";".";".";".";"+";".";".";"1";"2";;;;;;".";".";".";".";".";".";"1";"1";".";"2";".";".";".";".";"1";"1";".";".";".";;;;;;;;;;"1";;;".";".";"1";"+";"1";"1";;;;"1";"2";"1";"+";"2";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Poa trivialis L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";"2";".";".";;;;;;;;;;".";"+";"+";".";;;;;;".";"+";"1";"2";"2";;;;"+";".";".";".";".";".";".";"+";"1";".";"+";"1";".";".";".";"1";"1";".";".";".";".";".";"1";".";".";".";".";".";".";".";".";"1";".";".";"1";".";".";"2";"+";"1";"+";".";".";"+";".";".";".";".";"+";".";".";".";".";".";"2";".";".";;;;;;;;"+";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Urtica dioica L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;"3";"1";"2";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Arenaria serpyllifolia L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";".";".";".";;;;;;".";".";".";".";"1";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";"+";"2";"1";;;;;"+";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Potentilla argentea L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";".";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Trifolium repens L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";".";".";".";".";".";;;;;;"+";".";".";".";".";"+";;;;;;;;;;;;;".";".";".";".";"+";"+";;;;;;;;;;;;;;;;;;;;;"+";"+";;;;"3";"2";"2";"2";"3";"2";"3";"+";"+";".";"+";".";".";".";".";"2";"+";"+";"1";"+";"2";"1";"+";"+";"1";"+";"1";"1";"3";".";"3";"4";"2";"2";"+";"2";"1";"+";"+";"2";"1";"+";".";"2";"2";"+";"+";"+";"+";"+";"+";"1";"+";".";"1";"+";"2";".";"1";"+";"+";"+";"+";"+";"+";"1";;;"+";"2";"1";;;;;"+";".";"+";"+";".";"+";;;;;;".";".";"+";".";".";"+";".";"+";".";;;"+";".";".";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Verbascum lychnitis L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hordeum murinum L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"4";".";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"+";"+";"+";"1";"+";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"3";".";"+";"+";".";".";;;
"Bromus hordeaceus L. =mollis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"1";"1";"+";"+";".";".";".";".";".";".";".";"1";".";".";"1";"+";".";"1";".";".";".";"+";".";".";"1";".";"+";"1";"1";"+";".";"+";"1";"+";"2";"+";".";"2";"1";"1";".";"+";"+";"1";"+";"2";"+";".";".";"1";".";"+";".";"+";"+";".";"1";"1";"1";"+";"+";;;"1";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Diplotaxis tenuifolia (L.) Dc.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Torilis nodosa (L.) Gaertner";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Nardurus halleri";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Anacyclus clavatus (Desf.) Pers.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"1";".";".";".";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";".";".";".";".";"+";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Chenopodium vulvaria L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";".";"+";".";"+";"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Sisymbrium irio L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Capsella rubella Reuter";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";;;;;;;;;;;;;;;;;"+";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Atriplex tatarica L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Chenopodium murale L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;".";"+";;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";".";;;
"Amaranthus retroflexus L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";"+";;;;;;;;;;;"1";".";".";;"+";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Chenopodium botrys L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Lolium perenne L.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"+";".";;;;;;;;;;;;;;;;;;;;;;;;;".";"+";;;;;;;;;;".";".";"4";"4";"3";"1";"+";"+";"+";"1";"+";".";".";".";"+";".";"+";"2";;;;;".";".";".";"+";".";"+";;;;;;;;;".";"+";;;;;;;;".";"+";".";"1";"2";;;;".";".";".";".";"1";"1";"+";"1";"2";".";".";"1";"2";"+";"1";"+";"2";"+";"3";"+";"1";"1";"+";"1";"1";"+";"+";".";"4";"2";"3";"3";;;;;;"+";".";".";".";".";"+";".";".";".";"+";"+";".";"+";".";".";".";".";"+";".";"+";"+";".";".";".";"+";".";".";"+";"2";;;"+";".";".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
